fund,variant,annualized_return,annualized_vol,sharpe,max_drawdown
Combined Maximum-Sharpe,base,0.2723444410186613,0.24937714634334307,1.0920986345865742,-0.23074518635889785
Combined Maximum-Sharpe,fused,0.27687646108979647,0.25235639280107264,1.0971644427809384,-0.23545986384022977
Combined Minimum-Variance,base,-0.038104734693803155,0.14077321215278582,-0.2706817164365535,-0.18087471598918214
Combined Minimum-Variance,fused,0.07973892621853085,0.1378784167063923,0.5783278349383163,-0.17404796745741724
Equity Maximum-Sharpe,base,0.11004040761991374,0.18131334377185543,0.6069073865758957,-0.22867781877783255
Equity Maximum-Sharpe,fused,0.12003027873755334,0.1844087646864297,0.6508924830208255,-0.23340183312696483
