fund,base_sharpe_gross,base_sharpe_net,base_avg_turnover,fused_sharpe_gross,fused_sharpe_net,fused_avg_turnover
Combined Maximum-Sharpe,1.0920986345865742,0.8940566889156232,0.6429484948083269,1.0971644427809384,0.8897900438816505,0.6783877230760682
Combined Minimum-Variance,-0.2706817164365535,-0.782193248546639,1.2808937186923988,0.5783278349383163,0.3361815624258467,0.5112988082590206
Equity Maximum-Sharpe,0.6069073865758957,0.36302118810533063,0.6545280175179343,0.6508924830208255,0.39583003389966875,0.6898842936512997
