date,fund,growth
2021-10-05,Combined Minimum-Variance (sentiment-fused),1.0610601567561087
2021-10-06,Combined Minimum-Variance (sentiment-fused),1.0647245292965144
2021-10-07,Combined Minimum-Variance (sentiment-fused),1.0726290631091082
2021-10-08,Combined Minimum-Variance (sentiment-fused),1.0699728162943642
2021-10-11,Combined Minimum-Variance (sentiment-fused),1.060914781307527
2021-10-12,Combined Minimum-Variance (sentiment-fused),1.0615150459732394
2021-10-13,Combined Minimum-Variance (sentiment-fused),1.06377448996611
2021-10-14,Combined Minimum-Variance (sentiment-fused),1.07635515800827
2021-10-15,Combined Minimum-Variance (sentiment-fused),1.0788460602787613
2021-10-18,Combined Minimum-Variance (sentiment-fused),1.0814618240593183
2021-10-19,Combined Minimum-Variance (sentiment-fused),1.094589149944795
2021-10-20,Combined Minimum-Variance (sentiment-fused),1.1025861765194946
2021-10-21,Combined Minimum-Variance (sentiment-fused),1.1069814969318066
2021-10-22,Combined Minimum-Variance (sentiment-fused),1.1078795661418097
2021-10-25,Combined Minimum-Variance (sentiment-fused),1.113463856789919
2021-10-26,Combined Minimum-Variance (sentiment-fused),1.113111107622339
2021-10-27,Combined Minimum-Variance (sentiment-fused),1.1014325040020765
2021-10-28,Combined Minimum-Variance (sentiment-fused),1.113608945159909
2021-10-29,Combined Minimum-Variance (sentiment-fused),1.1088582617303382
2021-11-01,Combined Minimum-Variance (sentiment-fused),1.1156449239070692
2021-11-02,Combined Minimum-Variance (sentiment-fused),1.1218708436531892
2021-11-03,Combined Minimum-Variance (sentiment-fused),1.1238932884562973
2021-11-04,Combined Minimum-Variance (sentiment-fused),1.124603536644341
2021-11-05,Combined Minimum-Variance (sentiment-fused),1.1186704283906375
2021-11-08,Combined Minimum-Variance (sentiment-fused),1.1204479727478969
2021-11-09,Combined Minimum-Variance (sentiment-fused),1.1179292893644441
2021-11-10,Combined Minimum-Variance (sentiment-fused),1.1136213546560108
2021-11-11,Combined Minimum-Variance (sentiment-fused),1.1143977053306178
2021-11-12,Combined Minimum-Variance (sentiment-fused),1.1173203754486936
2021-11-15,Combined Minimum-Variance (sentiment-fused),1.1168429739476402
2021-11-16,Combined Minimum-Variance (sentiment-fused),1.1150334532257884
2021-11-17,Combined Minimum-Variance (sentiment-fused),1.1112827441417943
2021-11-18,Combined Minimum-Variance (sentiment-fused),1.1104028324607726
2021-11-19,Combined Minimum-Variance (sentiment-fused),1.0998126390623377
2021-11-22,Combined Minimum-Variance (sentiment-fused),1.1040382354740867
2021-11-23,Combined Minimum-Variance (sentiment-fused),1.1110477939491734
2021-11-24,Combined Minimum-Variance (sentiment-fused),1.1119603707589556
2021-11-26,Combined Minimum-Variance (sentiment-fused),1.0930272248841948
2021-11-29,Combined Minimum-Variance (sentiment-fused),1.0935767613701206
2021-11-30,Combined Minimum-Variance (sentiment-fused),1.0687868697757337
2021-12-01,Combined Minimum-Variance (sentiment-fused),1.0544247156157764
2021-12-02,Combined Minimum-Variance (sentiment-fused),1.0746670591804215
2021-12-03,Combined Minimum-Variance (sentiment-fused),1.080481860503272
2021-12-06,Combined Minimum-Variance (sentiment-fused),1.094864227887374
2021-12-07,Combined Minimum-Variance (sentiment-fused),1.10281383394563
2021-12-08,Combined Minimum-Variance (sentiment-fused),1.103276586739939
2021-12-09,Combined Minimum-Variance (sentiment-fused),1.0987153420316877
2021-12-10,Combined Minimum-Variance (sentiment-fused),1.1076595991095963
2021-12-13,Combined Minimum-Variance (sentiment-fused),1.1112884711876132
2021-12-14,Combined Minimum-Variance (sentiment-fused),1.1081432167624525
2021-12-15,Combined Minimum-Variance (sentiment-fused),1.11861867869777
2021-12-16,Combined Minimum-Variance (sentiment-fused),1.12761161864475
2021-12-17,Combined Minimum-Variance (sentiment-fused),1.1107681162665917
2021-12-20,Combined Minimum-Variance (sentiment-fused),1.1078917111824103
2021-12-21,Combined Minimum-Variance (sentiment-fused),1.114341186036424
2021-12-22,Combined Minimum-Variance (sentiment-fused),1.1224930087475309
2021-12-23,Combined Minimum-Variance (sentiment-fused),1.1247822924809876
2021-12-27,Combined Minimum-Variance (sentiment-fused),1.1386515022935317
2021-12-28,Combined Minimum-Variance (sentiment-fused),1.1446291325961417
2021-12-29,Combined Minimum-Variance (sentiment-fused),1.1465997092084528
2021-12-30,Combined Minimum-Variance (sentiment-fused),1.146152084982387
2021-12-31,Combined Minimum-Variance (sentiment-fused),1.1459157028072329
2022-01-03,Combined Minimum-Variance (sentiment-fused),1.1468647873007458
2022-01-04,Combined Minimum-Variance (sentiment-fused),1.1491902103416893
2022-01-05,Combined Minimum-Variance (sentiment-fused),1.1453171771618946
2022-01-06,Combined Minimum-Variance (sentiment-fused),1.14556471825111
2022-01-07,Combined Minimum-Variance (sentiment-fused),1.1505721727238736
2022-01-10,Combined Minimum-Variance (sentiment-fused),1.1529303401198954
2022-01-11,Combined Minimum-Variance (sentiment-fused),1.156899011912173
2022-01-12,Combined Minimum-Variance (sentiment-fused),1.1543204069820732
2022-01-13,Combined Minimum-Variance (sentiment-fused),1.1509760055051814
2022-01-14,Combined Minimum-Variance (sentiment-fused),1.1482719548118145
2022-01-18,Combined Minimum-Variance (sentiment-fused),1.136416623878618
2022-01-19,Combined Minimum-Variance (sentiment-fused),1.1323874187486227
2022-01-20,Combined Minimum-Variance (sentiment-fused),1.1210031447666402
2022-01-21,Combined Minimum-Variance (sentiment-fused),1.1168114587890792
2022-01-24,Combined Minimum-Variance (sentiment-fused),1.1177817524337157
2022-01-25,Combined Minimum-Variance (sentiment-fused),1.1193801716112681
2022-01-26,Combined Minimum-Variance (sentiment-fused),1.1047751278567512
2022-01-27,Combined Minimum-Variance (sentiment-fused),1.1059922169544398
2022-01-28,Combined Minimum-Variance (sentiment-fused),1.1197139887535108
2022-01-31,Combined Minimum-Variance (sentiment-fused),1.1308231245801106
2022-02-01,Combined Minimum-Variance (sentiment-fused),1.1320231314695948
2022-02-02,Combined Minimum-Variance (sentiment-fused),1.145589374970059
2022-02-03,Combined Minimum-Variance (sentiment-fused),1.1408056055254716
2022-02-04,Combined Minimum-Variance (sentiment-fused),1.136933581058753
2022-02-07,Combined Minimum-Variance (sentiment-fused),1.134418765153405
2022-02-08,Combined Minimum-Variance (sentiment-fused),1.1347166106437119
2022-02-09,Combined Minimum-Variance (sentiment-fused),1.1437140634944485
2022-02-10,Combined Minimum-Variance (sentiment-fused),1.1191418003737894
2022-02-11,Combined Minimum-Variance (sentiment-fused),1.1174365069696317
2022-02-14,Combined Minimum-Variance (sentiment-fused),1.1101671287241521
2022-02-15,Combined Minimum-Variance (sentiment-fused),1.1103229650609205
2022-02-16,Combined Minimum-Variance (sentiment-fused),1.1093373540956486
2022-02-17,Combined Minimum-Variance (sentiment-fused),1.1007557764474316
2022-02-18,Combined Minimum-Variance (sentiment-fused),1.0960834287054537
2022-02-22,Combined Minimum-Variance (sentiment-fused),1.0921743570107034
2022-02-23,Combined Minimum-Variance (sentiment-fused),1.0868161803890692
2022-02-24,Combined Minimum-Variance (sentiment-fused),1.0895392996971291
2022-02-25,Combined Minimum-Variance (sentiment-fused),1.1175586359918037
2022-02-28,Combined Minimum-Variance (sentiment-fused),1.114287516498603
2022-03-01,Combined Minimum-Variance (sentiment-fused),1.1121673718024556
2022-03-02,Combined Minimum-Variance (sentiment-fused),1.1297805448816047
2022-03-03,Combined Minimum-Variance (sentiment-fused),1.137400844942154
2022-03-04,Combined Minimum-Variance (sentiment-fused),1.145102349574948
2022-03-07,Combined Minimum-Variance (sentiment-fused),1.1380459494432373
2022-03-08,Combined Minimum-Variance (sentiment-fused),1.1289992077824456
2022-03-09,Combined Minimum-Variance (sentiment-fused),1.134971052925131
2022-03-10,Combined Minimum-Variance (sentiment-fused),1.1360979150815327
2022-03-11,Combined Minimum-Variance (sentiment-fused),1.129656416883053
2022-03-14,Combined Minimum-Variance (sentiment-fused),1.1254015638512196
2022-03-15,Combined Minimum-Variance (sentiment-fused),1.128159696369747
2022-03-16,Combined Minimum-Variance (sentiment-fused),1.1358940632444137
2022-03-17,Combined Minimum-Variance (sentiment-fused),1.1488863721892553
2022-03-18,Combined Minimum-Variance (sentiment-fused),1.1513751754726145
2022-03-21,Combined Minimum-Variance (sentiment-fused),1.1547268535431627
2022-03-22,Combined Minimum-Variance (sentiment-fused),1.1594101489375015
2022-03-23,Combined Minimum-Variance (sentiment-fused),1.1487856071034643
2022-03-24,Combined Minimum-Variance (sentiment-fused),1.158152890779125
2022-03-25,Combined Minimum-Variance (sentiment-fused),1.1704484663664352
2022-03-28,Combined Minimum-Variance (sentiment-fused),1.1771151661786114
2022-03-29,Combined Minimum-Variance (sentiment-fused),1.1926686542122615
2022-03-30,Combined Minimum-Variance (sentiment-fused),1.1909705721863484
2022-03-31,Combined Minimum-Variance (sentiment-fused),1.1787548872565898
2022-04-01,Combined Minimum-Variance (sentiment-fused),1.1891208889384128
2022-04-04,Combined Minimum-Variance (sentiment-fused),1.1919273204850533
2022-04-05,Combined Minimum-Variance (sentiment-fused),1.18539341189752
2022-04-06,Combined Minimum-Variance (sentiment-fused),1.1987874564945338
2022-04-07,Combined Minimum-Variance (sentiment-fused),1.1995754183353524
2022-04-08,Combined Minimum-Variance (sentiment-fused),1.2062122872872862
2022-04-11,Combined Minimum-Variance (sentiment-fused),1.1908113368504243
2022-04-12,Combined Minimum-Variance (sentiment-fused),1.195734790091188
2022-04-13,Combined Minimum-Variance (sentiment-fused),1.2026065417703455
2022-04-14,Combined Minimum-Variance (sentiment-fused),1.206568512956674
2022-04-18,Combined Minimum-Variance (sentiment-fused),1.2043696245293212
2022-04-19,Combined Minimum-Variance (sentiment-fused),1.2160266438440914
2022-04-20,Combined Minimum-Variance (sentiment-fused),1.2212579722141408
2022-04-21,Combined Minimum-Variance (sentiment-fused),1.208104117753837
2022-04-22,Combined Minimum-Variance (sentiment-fused),1.183256108211637
2022-04-25,Combined Minimum-Variance (sentiment-fused),1.182675016374918
2022-04-26,Combined Minimum-Variance (sentiment-fused),1.1635806136644458
2022-04-27,Combined Minimum-Variance (sentiment-fused),1.1660137216091835
2022-04-28,Combined Minimum-Variance (sentiment-fused),1.1836587023483118
2022-04-29,Combined Minimum-Variance (sentiment-fused),1.145213960263361
2022-05-02,Combined Minimum-Variance (sentiment-fused),1.1461948301620393
2022-05-03,Combined Minimum-Variance (sentiment-fused),1.151325873592869
2022-05-04,Combined Minimum-Variance (sentiment-fused),1.1824881526825959
2022-05-05,Combined Minimum-Variance (sentiment-fused),1.1624572983277115
2022-05-06,Combined Minimum-Variance (sentiment-fused),1.1643022900388973
2022-05-09,Combined Minimum-Variance (sentiment-fused),1.1427661424467044
2022-05-10,Combined Minimum-Variance (sentiment-fused),1.1347404985967193
2022-05-11,Combined Minimum-Variance (sentiment-fused),1.1490816559766015
2022-05-12,Combined Minimum-Variance (sentiment-fused),1.1584359565687594
2022-05-13,Combined Minimum-Variance (sentiment-fused),1.171599307097459
2022-05-16,Combined Minimum-Variance (sentiment-fused),1.1800376556069807
2022-05-17,Combined Minimum-Variance (sentiment-fused),1.1797939256607692
2022-05-18,Combined Minimum-Variance (sentiment-fused),1.154267400916698
2022-05-19,Combined Minimum-Variance (sentiment-fused),1.147954941091248
2022-05-20,Combined Minimum-Variance (sentiment-fused),1.1523614488549987
2022-05-23,Combined Minimum-Variance (sentiment-fused),1.1702552938837445
2022-05-24,Combined Minimum-Variance (sentiment-fused),1.1841380496867973
2022-05-25,Combined Minimum-Variance (sentiment-fused),1.1937076057495943
2022-05-26,Combined Minimum-Variance (sentiment-fused),1.2055628983338127
2022-05-27,Combined Minimum-Variance (sentiment-fused),1.2229384694142704
2022-05-31,Combined Minimum-Variance (sentiment-fused),1.210992081819509
2022-06-01,Combined Minimum-Variance (sentiment-fused),1.2095252796554459
2022-06-02,Combined Minimum-Variance (sentiment-fused),1.218795336932947
2022-06-03,Combined Minimum-Variance (sentiment-fused),1.2137385943849512
2022-06-06,Combined Minimum-Variance (sentiment-fused),1.2135311730341636
2022-06-07,Combined Minimum-Variance (sentiment-fused),1.225971370280408
2022-06-08,Combined Minimum-Variance (sentiment-fused),1.2157292684830128
2022-06-09,Combined Minimum-Variance (sentiment-fused),1.18851804431388
2022-06-10,Combined Minimum-Variance (sentiment-fused),1.1683150063301804
2022-06-13,Combined Minimum-Variance (sentiment-fused),1.1229900045884944
2022-06-14,Combined Minimum-Variance (sentiment-fused),1.1081418046492182
2022-06-15,Combined Minimum-Variance (sentiment-fused),1.1102043217124602
2022-06-16,Combined Minimum-Variance (sentiment-fused),1.0882194654722075
2022-06-17,Combined Minimum-Variance (sentiment-fused),1.0801349286492459
2022-06-21,Combined Minimum-Variance (sentiment-fused),1.1039905987014518
2022-06-22,Combined Minimum-Variance (sentiment-fused),1.1012433843226888
2022-06-23,Combined Minimum-Variance (sentiment-fused),1.1056024443498675
2022-06-24,Combined Minimum-Variance (sentiment-fused),1.1274494598775116
2022-06-27,Combined Minimum-Variance (sentiment-fused),1.1247629537439394
2022-06-28,Combined Minimum-Variance (sentiment-fused),1.1181543598771542
2022-06-29,Combined Minimum-Variance (sentiment-fused),1.1141976128853688
2022-06-30,Combined Minimum-Variance (sentiment-fused),1.1060246858700546
2022-07-01,Combined Minimum-Variance (sentiment-fused),1.121491232348981
2022-07-05,Combined Minimum-Variance (sentiment-fused),1.1110461699311533
2022-07-06,Combined Minimum-Variance (sentiment-fused),1.1100197217060126
2022-07-07,Combined Minimum-Variance (sentiment-fused),1.1204189484130536
2022-07-08,Combined Minimum-Variance (sentiment-fused),1.1172445297183151
2022-07-11,Combined Minimum-Variance (sentiment-fused),1.1149077628447195
2022-07-12,Combined Minimum-Variance (sentiment-fused),1.1105907305727458
2022-07-13,Combined Minimum-Variance (sentiment-fused),1.1072744254392468
2022-07-14,Combined Minimum-Variance (sentiment-fused),1.0978446774051684
2022-07-15,Combined Minimum-Variance (sentiment-fused),1.1119644653653205
2022-07-18,Combined Minimum-Variance (sentiment-fused),1.1019800921466216
2022-07-19,Combined Minimum-Variance (sentiment-fused),1.1297826171729883
2022-07-20,Combined Minimum-Variance (sentiment-fused),1.1259696494567315
2022-07-21,Combined Minimum-Variance (sentiment-fused),1.127774248652293
2022-07-22,Combined Minimum-Variance (sentiment-fused),1.1180134247789142
2022-07-25,Combined Minimum-Variance (sentiment-fused),1.120032610945082
2022-07-26,Combined Minimum-Variance (sentiment-fused),1.1156628004241447
2022-07-27,Combined Minimum-Variance (sentiment-fused),1.1165957223676048
2022-07-28,Combined Minimum-Variance (sentiment-fused),1.1299389254862784
2022-07-29,Combined Minimum-Variance (sentiment-fused),1.1418572939852594
2022-08-01,Combined Minimum-Variance (sentiment-fused),1.141379402734373
2022-08-02,Combined Minimum-Variance (sentiment-fused),1.1325656967553743
2022-08-03,Combined Minimum-Variance (sentiment-fused),1.141926778527311
2022-08-04,Combined Minimum-Variance (sentiment-fused),1.131137150414196
2022-08-05,Combined Minimum-Variance (sentiment-fused),1.1284027097566418
2022-08-08,Combined Minimum-Variance (sentiment-fused),1.1328550677849551
2022-08-09,Combined Minimum-Variance (sentiment-fused),1.1362226209074393
2022-08-10,Combined Minimum-Variance (sentiment-fused),1.1471606045846356
2022-08-11,Combined Minimum-Variance (sentiment-fused),1.1489379726481792
2022-08-12,Combined Minimum-Variance (sentiment-fused),1.1644420865583178
2022-08-15,Combined Minimum-Variance (sentiment-fused),1.1739929397588997
2022-08-16,Combined Minimum-Variance (sentiment-fused),1.1786673597004118
2022-08-17,Combined Minimum-Variance (sentiment-fused),1.1693070518120907
2022-08-18,Combined Minimum-Variance (sentiment-fused),1.1696118032093015
2022-08-19,Combined Minimum-Variance (sentiment-fused),1.163332588963313
2022-08-22,Combined Minimum-Variance (sentiment-fused),1.13784648157159
2022-08-23,Combined Minimum-Variance (sentiment-fused),1.1361489027495228
2022-08-24,Combined Minimum-Variance (sentiment-fused),1.1373453401149751
2022-08-25,Combined Minimum-Variance (sentiment-fused),1.1481940049532073
2022-08-26,Combined Minimum-Variance (sentiment-fused),1.131414692080359
2022-08-29,Combined Minimum-Variance (sentiment-fused),1.1279675093584642
2022-08-30,Combined Minimum-Variance (sentiment-fused),1.113486306865504
2022-08-31,Combined Minimum-Variance (sentiment-fused),1.110546468817839
2022-09-01,Combined Minimum-Variance (sentiment-fused),1.1128955912773637
2022-09-02,Combined Minimum-Variance (sentiment-fused),1.1028919017972787
2022-09-06,Combined Minimum-Variance (sentiment-fused),1.099714515493281
2022-09-07,Combined Minimum-Variance (sentiment-fused),1.1113276326060424
2022-09-08,Combined Minimum-Variance (sentiment-fused),1.1113900235431282
2022-09-09,Combined Minimum-Variance (sentiment-fused),1.1302307546397077
2022-09-12,Combined Minimum-Variance (sentiment-fused),1.141030625809095
2022-09-13,Combined Minimum-Variance (sentiment-fused),1.1034486255482816
2022-09-14,Combined Minimum-Variance (sentiment-fused),1.1083979582292847
2022-09-15,Combined Minimum-Variance (sentiment-fused),1.0954486191874298
2022-09-16,Combined Minimum-Variance (sentiment-fused),1.0948032384447903
2022-09-19,Combined Minimum-Variance (sentiment-fused),1.0992165264122318
2022-09-20,Combined Minimum-Variance (sentiment-fused),1.0854413995119914
2022-09-21,Combined Minimum-Variance (sentiment-fused),1.0740465446436904
2022-09-22,Combined Minimum-Variance (sentiment-fused),1.0748816050737362
2022-09-23,Combined Minimum-Variance (sentiment-fused),1.0540748618312494
2022-09-26,Combined Minimum-Variance (sentiment-fused),1.0373173511217157
2022-09-27,Combined Minimum-Variance (sentiment-fused),1.0277709441293195
2022-09-28,Combined Minimum-Variance (sentiment-fused),1.0494319876835132
2022-09-29,Combined Minimum-Variance (sentiment-fused),1.027422388949078
2022-09-30,Combined Minimum-Variance (sentiment-fused),1.0125935451221184
2022-10-03,Combined Minimum-Variance (sentiment-fused),1.040285370066046
2022-10-04,Combined Minimum-Variance (sentiment-fused),1.0652988487244806
2022-10-05,Combined Minimum-Variance (sentiment-fused),1.0599666870564846
2022-10-06,Combined Minimum-Variance (sentiment-fused),1.0492677755890543
2022-10-07,Combined Minimum-Variance (sentiment-fused),1.0338337291959383
2022-10-10,Combined Minimum-Variance (sentiment-fused),1.0299190173612491
2022-10-11,Combined Minimum-Variance (sentiment-fused),1.0292163252823872
2022-10-12,Combined Minimum-Variance (sentiment-fused),1.0216620320824306
2022-10-13,Combined Minimum-Variance (sentiment-fused),1.044600759233239
2022-10-14,Combined Minimum-Variance (sentiment-fused),1.0289094628420552
2022-10-17,Combined Minimum-Variance (sentiment-fused),1.045213435864032
2022-10-18,Combined Minimum-Variance (sentiment-fused),1.0582662664954836
2022-10-19,Combined Minimum-Variance (sentiment-fused),1.0521321679165592
2022-10-20,Combined Minimum-Variance (sentiment-fused),1.0426531848079834
2022-10-21,Combined Minimum-Variance (sentiment-fused),1.062001063088676
2022-10-24,Combined Minimum-Variance (sentiment-fused),1.0733510575354837
2022-10-25,Combined Minimum-Variance (sentiment-fused),1.0871709045859252
2022-10-26,Combined Minimum-Variance (sentiment-fused),1.0949362560770588
2022-10-27,Combined Minimum-Variance (sentiment-fused),1.0954322788821067
2022-10-28,Combined Minimum-Variance (sentiment-fused),1.1171682836779917
2022-10-31,Combined Minimum-Variance (sentiment-fused),1.108427765785886
2022-11-01,Combined Minimum-Variance (sentiment-fused),1.1093533385850296
2022-11-02,Combined Minimum-Variance (sentiment-fused),1.0962161907669907
2022-11-03,Combined Minimum-Variance (sentiment-fused),1.0924709847948642
2022-11-04,Combined Minimum-Variance (sentiment-fused),1.1105931001458333
2022-11-07,Combined Minimum-Variance (sentiment-fused),1.1182154836859064
2022-11-08,Combined Minimum-Variance (sentiment-fused),1.1238738350159192
2022-11-09,Combined Minimum-Variance (sentiment-fused),1.09882631708584
2022-11-10,Combined Minimum-Variance (sentiment-fused),1.1405444487813148
2022-11-11,Combined Minimum-Variance (sentiment-fused),1.1458145949305765
2022-11-14,Combined Minimum-Variance (sentiment-fused),1.1397617928886832
2022-11-15,Combined Minimum-Variance (sentiment-fused),1.1520520153473994
2022-11-16,Combined Minimum-Variance (sentiment-fused),1.1454538344363727
2022-11-17,Combined Minimum-Variance (sentiment-fused),1.149170688634279
2022-11-18,Combined Minimum-Variance (sentiment-fused),1.154752259103553
2022-11-21,Combined Minimum-Variance (sentiment-fused),1.1579369305220715
2022-11-22,Combined Minimum-Variance (sentiment-fused),1.1753097033131603
2022-11-23,Combined Minimum-Variance (sentiment-fused),1.1814786304259088
2022-11-25,Combined Minimum-Variance (sentiment-fused),1.1796751210574679
2022-11-28,Combined Minimum-Variance (sentiment-fused),1.1582229160962518
2022-11-29,Combined Minimum-Variance (sentiment-fused),1.1599848868275102
2022-11-30,Combined Minimum-Variance (sentiment-fused),1.1821582052047586
2022-12-01,Combined Minimum-Variance (sentiment-fused),1.1818444539623874
2022-12-02,Combined Minimum-Variance (sentiment-fused),1.184256087810071
2022-12-05,Combined Minimum-Variance (sentiment-fused),1.17185232188599
2022-12-06,Combined Minimum-Variance (sentiment-fused),1.1588974201439701
2022-12-07,Combined Minimum-Variance (sentiment-fused),1.1589844088907886
2022-12-08,Combined Minimum-Variance (sentiment-fused),1.1646516224657393
2022-12-09,Combined Minimum-Variance (sentiment-fused),1.1510220087507756
2022-12-12,Combined Minimum-Variance (sentiment-fused),1.1630865783409505
2022-12-13,Combined Minimum-Variance (sentiment-fused),1.167163439252868
2022-12-14,Combined Minimum-Variance (sentiment-fused),1.1630578717539688
2022-12-15,Combined Minimum-Variance (sentiment-fused),1.1472349050475072
2022-12-16,Combined Minimum-Variance (sentiment-fused),1.1349723374590621
2022-12-19,Combined Minimum-Variance (sentiment-fused),1.1313434043153352
2022-12-20,Combined Minimum-Variance (sentiment-fused),1.1321744867499615
2022-12-21,Combined Minimum-Variance (sentiment-fused),1.1457929531304332
2022-12-22,Combined Minimum-Variance (sentiment-fused),1.1390463981388155
2022-12-23,Combined Minimum-Variance (sentiment-fused),1.1458855489501225
2022-12-27,Combined Minimum-Variance (sentiment-fused),1.1458170853727516
2022-12-28,Combined Minimum-Variance (sentiment-fused),1.1332596900589242
2022-12-29,Combined Minimum-Variance (sentiment-fused),1.1444313750625972
2022-12-30,Combined Minimum-Variance (sentiment-fused),1.1427240798833784
2023-01-03,Combined Minimum-Variance (sentiment-fused),1.1456633926776219
2023-01-04,Combined Minimum-Variance (sentiment-fused),1.154374091496495
2023-01-05,Combined Minimum-Variance (sentiment-fused),1.1499574347044133
2023-01-06,Combined Minimum-Variance (sentiment-fused),1.1679393711883408
2023-01-09,Combined Minimum-Variance (sentiment-fused),1.1632235785073552
2023-01-10,Combined Minimum-Variance (sentiment-fused),1.1644263642158672
2023-01-11,Combined Minimum-Variance (sentiment-fused),1.1731077393574771
2023-01-12,Combined Minimum-Variance (sentiment-fused),1.1788008455997576
2023-01-13,Combined Minimum-Variance (sentiment-fused),1.1829825449441262
2023-01-17,Combined Minimum-Variance (sentiment-fused),1.176632439367163
2023-01-18,Combined Minimum-Variance (sentiment-fused),1.1551310763801885
2023-01-19,Combined Minimum-Variance (sentiment-fused),1.1513887611609164
2023-01-20,Combined Minimum-Variance (sentiment-fused),1.16363575856118
2023-01-23,Combined Minimum-Variance (sentiment-fused),1.1729843910574558
2023-01-24,Combined Minimum-Variance (sentiment-fused),1.1705280765483355
2023-01-25,Combined Minimum-Variance (sentiment-fused),1.1702832990729677
2023-01-26,Combined Minimum-Variance (sentiment-fused),1.1791976343120911
2023-01-27,Combined Minimum-Variance (sentiment-fused),1.1755283361497664
2023-01-30,Combined Minimum-Variance (sentiment-fused),1.166823329557187
2023-01-31,Combined Minimum-Variance (sentiment-fused),1.1775023543419252
2023-02-01,Combined Minimum-Variance (sentiment-fused),1.1703655303774507
2023-02-02,Combined Minimum-Variance (sentiment-fused),1.1639357639230818
2023-02-03,Combined Minimum-Variance (sentiment-fused),1.1537271148402224
2023-02-06,Combined Minimum-Variance (sentiment-fused),1.1528492832592563
2023-02-07,Combined Minimum-Variance (sentiment-fused),1.1624371404952671
2023-02-08,Combined Minimum-Variance (sentiment-fused),1.1513249797937288
2023-02-09,Combined Minimum-Variance (sentiment-fused),1.1416598653644667
2023-02-10,Combined Minimum-Variance (sentiment-fused),1.15557208434647
2023-02-13,Combined Minimum-Variance (sentiment-fused),1.1660872257787929
2023-02-14,Combined Minimum-Variance (sentiment-fused),1.1584649549536448
2023-02-15,Combined Minimum-Variance (sentiment-fused),1.1623082368737436
2023-02-16,Combined Minimum-Variance (sentiment-fused),1.1487162213566486
2023-02-17,Combined Minimum-Variance (sentiment-fused),1.15141473092735
2023-02-21,Combined Minimum-Variance (sentiment-fused),1.1404822963684917
2023-02-22,Combined Minimum-Variance (sentiment-fused),1.1349208180940455
2023-02-23,Combined Minimum-Variance (sentiment-fused),1.1356618331618173
2023-02-24,Combined Minimum-Variance (sentiment-fused),1.1299766511773517
2023-02-27,Combined Minimum-Variance (sentiment-fused),1.1273433410778932
2023-02-28,Combined Minimum-Variance (sentiment-fused),1.1168372317613586
2023-03-01,Combined Minimum-Variance (sentiment-fused),1.111135525895552
2023-03-02,Combined Minimum-Variance (sentiment-fused),1.1193223206110088
2023-03-03,Combined Minimum-Variance (sentiment-fused),1.1254212243120312
2023-03-06,Combined Minimum-Variance (sentiment-fused),1.1297736757746044
2023-03-07,Combined Minimum-Variance (sentiment-fused),1.1118315562863044
2023-03-08,Combined Minimum-Variance (sentiment-fused),1.1117401494001635
2023-03-09,Combined Minimum-Variance (sentiment-fused),1.0947951710403883
2023-03-10,Combined Minimum-Variance (sentiment-fused),1.0798714022047913
2023-03-13,Combined Minimum-Variance (sentiment-fused),1.0847191325647618
2023-03-14,Combined Minimum-Variance (sentiment-fused),1.0956487310293272
2023-03-15,Combined Minimum-Variance (sentiment-fused),1.0881170756606486
2023-03-16,Combined Minimum-Variance (sentiment-fused),1.092293536959632
2023-03-17,Combined Minimum-Variance (sentiment-fused),1.0799477813435845
2023-03-20,Combined Minimum-Variance (sentiment-fused),1.0907834567832089
2023-03-21,Combined Minimum-Variance (sentiment-fused),1.0962538549529381
2023-03-22,Combined Minimum-Variance (sentiment-fused),1.0783678233640788
2023-03-23,Combined Minimum-Variance (sentiment-fused),1.0779008501007636
2023-03-24,Combined Minimum-Variance (sentiment-fused),1.0923287631991105
2023-03-27,Combined Minimum-Variance (sentiment-fused),1.0978102329450807
2023-03-28,Combined Minimum-Variance (sentiment-fused),1.1004659463458004
2023-03-29,Combined Minimum-Variance (sentiment-fused),1.1138296580864495
2023-03-30,Combined Minimum-Variance (sentiment-fused),1.1187796553861007
2023-03-31,Combined Minimum-Variance (sentiment-fused),1.1306880057342212
2023-04-03,Combined Minimum-Variance (sentiment-fused),1.1420898835004312
2023-04-04,Combined Minimum-Variance (sentiment-fused),1.1414648807740153
2023-04-05,Combined Minimum-Variance (sentiment-fused),1.1544411921629716
2023-04-06,Combined Minimum-Variance (sentiment-fused),1.1542304683539464
2023-04-10,Combined Minimum-Variance (sentiment-fused),1.1530807551109856
2023-04-11,Combined Minimum-Variance (sentiment-fused),1.1533935142203222
2023-04-12,Combined Minimum-Variance (sentiment-fused),1.1515624536875892
2023-04-13,Combined Minimum-Variance (sentiment-fused),1.154456385486486
2023-04-14,Combined Minimum-Variance (sentiment-fused),1.1472882795516237
2023-04-17,Combined Minimum-Variance (sentiment-fused),1.151757937365862
2023-04-18,Combined Minimum-Variance (sentiment-fused),1.1477649879271603
2023-04-19,Combined Minimum-Variance (sentiment-fused),1.148520866737894
2023-04-20,Combined Minimum-Variance (sentiment-fused),1.14471275957339
2023-04-21,Combined Minimum-Variance (sentiment-fused),1.1469560520309323
2023-04-24,Combined Minimum-Variance (sentiment-fused),1.150366117496089
