date,fund,growth
2022-08-25,Combined Maximum-Sharpe (sentiment-fused),1.8234234817168455
2022-08-26,Combined Maximum-Sharpe (sentiment-fused),1.8001508460866482
2022-08-29,Combined Maximum-Sharpe (sentiment-fused),1.8116589441507933
2022-08-30,Combined Maximum-Sharpe (sentiment-fused),1.77621200753621
2022-08-31,Combined Maximum-Sharpe (sentiment-fused),1.756803412062249
2022-09-01,Combined Maximum-Sharpe (sentiment-fused),1.7627854102509237
2022-09-02,Combined Maximum-Sharpe (sentiment-fused),1.7603046090577765
2022-09-06,Combined Maximum-Sharpe (sentiment-fused),1.7500808110159773
2022-09-07,Combined Maximum-Sharpe (sentiment-fused),1.7485150427512777
2022-09-08,Combined Maximum-Sharpe (sentiment-fused),1.7522882665089186
2022-09-09,Combined Maximum-Sharpe (sentiment-fused),1.7752405427765932
2022-09-12,Combined Maximum-Sharpe (sentiment-fused),1.7942254676837945
2022-09-13,Combined Maximum-Sharpe (sentiment-fused),1.7520779993737607
2022-09-14,Combined Maximum-Sharpe (sentiment-fused),1.7863653296569253
2022-09-15,Combined Maximum-Sharpe (sentiment-fused),1.7665965161784063
2022-09-16,Combined Maximum-Sharpe (sentiment-fused),1.7582098215758686
2022-09-19,Combined Maximum-Sharpe (sentiment-fused),1.7597638096194081
2022-09-20,Combined Maximum-Sharpe (sentiment-fused),1.746434480238607
2022-09-21,Combined Maximum-Sharpe (sentiment-fused),1.7212414513627685
2022-09-22,Combined Maximum-Sharpe (sentiment-fused),1.7241464939677957
2022-09-23,Combined Maximum-Sharpe (sentiment-fused),1.6697869557296752
2022-09-26,Combined Maximum-Sharpe (sentiment-fused),1.6405219506322632
2022-09-27,Combined Maximum-Sharpe (sentiment-fused),1.6413151633407377
2022-09-28,Combined Maximum-Sharpe (sentiment-fused),1.691286358664786
2022-09-29,Combined Maximum-Sharpe (sentiment-fused),1.6736423404695835
2022-09-30,Combined Maximum-Sharpe (sentiment-fused),1.6285970246133914
2022-10-03,Combined Maximum-Sharpe (sentiment-fused),1.6930713395351364
2022-10-04,Combined Maximum-Sharpe (sentiment-fused),1.7428948056768947
2022-10-05,Combined Maximum-Sharpe (sentiment-fused),1.7594995764404335
2022-10-06,Combined Maximum-Sharpe (sentiment-fused),1.7573769707154783
2022-10-07,Combined Maximum-Sharpe (sentiment-fused),1.737567722254071
2022-10-10,Combined Maximum-Sharpe (sentiment-fused),1.7051304607727802
2022-10-11,Combined Maximum-Sharpe (sentiment-fused),1.7151692312641307
2022-10-12,Combined Maximum-Sharpe (sentiment-fused),1.7090999744060054
2022-10-13,Combined Maximum-Sharpe (sentiment-fused),1.774374540187566
2022-10-14,Combined Maximum-Sharpe (sentiment-fused),1.7550573539070013
2022-10-17,Combined Maximum-Sharpe (sentiment-fused),1.7725010853976935
2022-10-18,Combined Maximum-Sharpe (sentiment-fused),1.7813068979444289
2022-10-19,Combined Maximum-Sharpe (sentiment-fused),1.7855733878867488
2022-10-20,Combined Maximum-Sharpe (sentiment-fused),1.7862161592315846
2022-10-21,Combined Maximum-Sharpe (sentiment-fused),1.8374466565335037
2022-10-24,Combined Maximum-Sharpe (sentiment-fused),1.8595077996555727
2022-10-25,Combined Maximum-Sharpe (sentiment-fused),1.8601171583175862
2022-10-26,Combined Maximum-Sharpe (sentiment-fused),1.8898021416670812
2022-10-27,Combined Maximum-Sharpe (sentiment-fused),1.8928429918721523
2022-10-28,Combined Maximum-Sharpe (sentiment-fused),1.8625015262893923
2022-10-31,Combined Maximum-Sharpe (sentiment-fused),1.8590712682877768
2022-11-01,Combined Maximum-Sharpe (sentiment-fused),1.8721385808135793
2022-11-02,Combined Maximum-Sharpe (sentiment-fused),1.8389117829203006
2022-11-03,Combined Maximum-Sharpe (sentiment-fused),1.8462716022750265
2022-11-04,Combined Maximum-Sharpe (sentiment-fused),1.8654783495217995
2022-11-07,Combined Maximum-Sharpe (sentiment-fused),1.9027788977654247
2022-11-08,Combined Maximum-Sharpe (sentiment-fused),1.9328762570818545
2022-11-09,Combined Maximum-Sharpe (sentiment-fused),1.8860773260342942
2022-11-10,Combined Maximum-Sharpe (sentiment-fused),1.9103208802791425
2022-11-11,Combined Maximum-Sharpe (sentiment-fused),1.9253454907280765
2022-11-14,Combined Maximum-Sharpe (sentiment-fused),1.9323760079510472
2022-11-15,Combined Maximum-Sharpe (sentiment-fused),1.940110243391878
2022-11-16,Combined Maximum-Sharpe (sentiment-fused),1.9278284959881573
2022-11-17,Combined Maximum-Sharpe (sentiment-fused),1.9373185451855328
2022-11-18,Combined Maximum-Sharpe (sentiment-fused),1.940588657241067
2022-11-21,Combined Maximum-Sharpe (sentiment-fused),1.940868842437423
2022-11-22,Combined Maximum-Sharpe (sentiment-fused),1.9725107030801703
2022-11-23,Combined Maximum-Sharpe (sentiment-fused),1.9578921913495304
2022-11-25,Combined Maximum-Sharpe (sentiment-fused),1.9572828259397121
2022-11-28,Combined Maximum-Sharpe (sentiment-fused),1.9262529164099802
2022-11-29,Combined Maximum-Sharpe (sentiment-fused),1.9331544088413193
2022-11-30,Combined Maximum-Sharpe (sentiment-fused),1.9607991957471425
2022-12-01,Combined Maximum-Sharpe (sentiment-fused),1.9571173916846012
2022-12-02,Combined Maximum-Sharpe (sentiment-fused),1.9559330595677487
2022-12-05,Combined Maximum-Sharpe (sentiment-fused),1.9410036122742438
2022-12-06,Combined Maximum-Sharpe (sentiment-fused),1.9160208912736294
2022-12-07,Combined Maximum-Sharpe (sentiment-fused),1.9281969044932907
2022-12-08,Combined Maximum-Sharpe (sentiment-fused),1.932568895316491
2022-12-09,Combined Maximum-Sharpe (sentiment-fused),1.8975728536668461
2022-12-12,Combined Maximum-Sharpe (sentiment-fused),1.9087513138433922
2022-12-13,Combined Maximum-Sharpe (sentiment-fused),1.9154921497058177
2022-12-14,Combined Maximum-Sharpe (sentiment-fused),1.9194023888750338
2022-12-15,Combined Maximum-Sharpe (sentiment-fused),1.890601282745968
2022-12-16,Combined Maximum-Sharpe (sentiment-fused),1.885445808684369
2022-12-19,Combined Maximum-Sharpe (sentiment-fused),1.8852258108065467
2022-12-20,Combined Maximum-Sharpe (sentiment-fused),1.8879051110426994
2022-12-21,Combined Maximum-Sharpe (sentiment-fused),1.909155375281688
2022-12-22,Combined Maximum-Sharpe (sentiment-fused),1.8969382121248846
2022-12-23,Combined Maximum-Sharpe (sentiment-fused),1.9119396618682256
2022-12-27,Combined Maximum-Sharpe (sentiment-fused),1.9181069956102328
2022-12-28,Combined Maximum-Sharpe (sentiment-fused),1.8951570005501408
2022-12-29,Combined Maximum-Sharpe (sentiment-fused),1.9002277700509103
2022-12-30,Combined Maximum-Sharpe (sentiment-fused),1.904401188683466
2023-01-03,Combined Maximum-Sharpe (sentiment-fused),1.8884848948449011
2023-01-04,Combined Maximum-Sharpe (sentiment-fused),1.9009205102588485
2023-01-05,Combined Maximum-Sharpe (sentiment-fused),1.9312214878899927
2023-01-06,Combined Maximum-Sharpe (sentiment-fused),1.9561533707045478
2023-01-09,Combined Maximum-Sharpe (sentiment-fused),1.8984623397877565
2023-01-10,Combined Maximum-Sharpe (sentiment-fused),1.909812015949607
2023-01-11,Combined Maximum-Sharpe (sentiment-fused),1.9167991988265842
2023-01-12,Combined Maximum-Sharpe (sentiment-fused),1.936296138193982
2023-01-13,Combined Maximum-Sharpe (sentiment-fused),1.9403484439549927
2023-01-17,Combined Maximum-Sharpe (sentiment-fused),1.9164447515894723
2023-01-18,Combined Maximum-Sharpe (sentiment-fused),1.8876334738480967
2023-01-19,Combined Maximum-Sharpe (sentiment-fused),1.9065871407677806
2023-01-20,Combined Maximum-Sharpe (sentiment-fused),1.9180817909134145
2023-01-23,Combined Maximum-Sharpe (sentiment-fused),1.91372724043652
2023-01-24,Combined Maximum-Sharpe (sentiment-fused),1.894496037679673
2023-01-25,Combined Maximum-Sharpe (sentiment-fused),1.8931136983356887
2023-01-26,Combined Maximum-Sharpe (sentiment-fused),1.896070127446715
2023-01-27,Combined Maximum-Sharpe (sentiment-fused),1.869654372827682
2023-01-30,Combined Maximum-Sharpe (sentiment-fused),1.8636799385670824
2023-01-31,Combined Maximum-Sharpe (sentiment-fused),1.8893490778546165
2023-02-01,Combined Maximum-Sharpe (sentiment-fused),1.8749887250859558
2023-02-02,Combined Maximum-Sharpe (sentiment-fused),1.8292416433920666
2023-02-03,Combined Maximum-Sharpe (sentiment-fused),1.825807220656107
2023-02-06,Combined Maximum-Sharpe (sentiment-fused),1.8180644794122245
2023-02-07,Combined Maximum-Sharpe (sentiment-fused),1.8404007682546686
2023-02-08,Combined Maximum-Sharpe (sentiment-fused),1.8436071534943441
2023-02-09,Combined Maximum-Sharpe (sentiment-fused),1.8376199409569431
2023-02-10,Combined Maximum-Sharpe (sentiment-fused),1.8710891396303022
2023-02-13,Combined Maximum-Sharpe (sentiment-fused),1.8890749188512883
2023-02-14,Combined Maximum-Sharpe (sentiment-fused),1.8877583022913846
2023-02-15,Combined Maximum-Sharpe (sentiment-fused),1.8725005618189001
2023-02-16,Combined Maximum-Sharpe (sentiment-fused),1.8585801335323917
2023-02-17,Combined Maximum-Sharpe (sentiment-fused),1.869939855393865
2023-02-21,Combined Maximum-Sharpe (sentiment-fused),1.852636600837564
2023-02-22,Combined Maximum-Sharpe (sentiment-fused),1.846301715290802
2023-02-23,Combined Maximum-Sharpe (sentiment-fused),1.8527993169773909
2023-02-24,Combined Maximum-Sharpe (sentiment-fused),1.8435123403823872
2023-02-27,Combined Maximum-Sharpe (sentiment-fused),1.8418758888410203
2023-02-28,Combined Maximum-Sharpe (sentiment-fused),1.8185653163927837
2023-03-01,Combined Maximum-Sharpe (sentiment-fused),1.8278494088939639
2023-03-02,Combined Maximum-Sharpe (sentiment-fused),1.835544529132823
2023-03-03,Combined Maximum-Sharpe (sentiment-fused),1.844712888931956
2023-03-06,Combined Maximum-Sharpe (sentiment-fused),1.8915940595631888
2023-03-07,Combined Maximum-Sharpe (sentiment-fused),1.8800474819518516
2023-03-08,Combined Maximum-Sharpe (sentiment-fused),1.8438704790278715
2023-03-09,Combined Maximum-Sharpe (sentiment-fused),1.8275888265182352
2023-03-10,Combined Maximum-Sharpe (sentiment-fused),1.8199667675538063
2023-03-13,Combined Maximum-Sharpe (sentiment-fused),1.793688547501041
2023-03-14,Combined Maximum-Sharpe (sentiment-fused),1.8185677000558371
2023-03-15,Combined Maximum-Sharpe (sentiment-fused),1.7986752686213683
2023-03-16,Combined Maximum-Sharpe (sentiment-fused),1.7942195187724088
2023-03-17,Combined Maximum-Sharpe (sentiment-fused),1.7490525587694539
2023-03-20,Combined Maximum-Sharpe (sentiment-fused),1.785233043009058
2023-03-21,Combined Maximum-Sharpe (sentiment-fused),1.8023829775631393
2023-03-22,Combined Maximum-Sharpe (sentiment-fused),1.7751935578516846
2023-03-23,Combined Maximum-Sharpe (sentiment-fused),1.7712185754351613
2023-03-24,Combined Maximum-Sharpe (sentiment-fused),1.780539066460978
2023-03-27,Combined Maximum-Sharpe (sentiment-fused),1.8109097009724928
2023-03-28,Combined Maximum-Sharpe (sentiment-fused),1.8056733234994207
2023-03-29,Combined Maximum-Sharpe (sentiment-fused),1.808590927261885
2023-03-30,Combined Maximum-Sharpe (sentiment-fused),1.8223215480726513
2023-03-31,Combined Maximum-Sharpe (sentiment-fused),1.8334078140379766
2023-04-03,Combined Maximum-Sharpe (sentiment-fused),1.8857446894854195
2023-04-04,Combined Maximum-Sharpe (sentiment-fused),1.8711021206169278
2023-04-05,Combined Maximum-Sharpe (sentiment-fused),1.906649772714882
2023-04-06,Combined Maximum-Sharpe (sentiment-fused),1.9006925746379941
2023-04-10,Combined Maximum-Sharpe (sentiment-fused),1.899016165083782
2023-04-11,Combined Maximum-Sharpe (sentiment-fused),1.8990430172967816
2023-04-12,Combined Maximum-Sharpe (sentiment-fused),1.906418319277092
2023-04-13,Combined Maximum-Sharpe (sentiment-fused),1.9283557440293686
2023-04-14,Combined Maximum-Sharpe (sentiment-fused),1.9288178786177643
2023-04-17,Combined Maximum-Sharpe (sentiment-fused),1.9296512431112485
2023-04-18,Combined Maximum-Sharpe (sentiment-fused),1.9405967725772861
2023-04-19,Combined Maximum-Sharpe (sentiment-fused),1.9376036703648096
2023-04-20,Combined Maximum-Sharpe (sentiment-fused),1.9402289627611458
2023-04-21,Combined Maximum-Sharpe (sentiment-fused),1.9601746638908666
2023-04-24,Combined Maximum-Sharpe (sentiment-fused),1.9736144955058144
2023-04-25,Combined Maximum-Sharpe (sentiment-fused),1.9622390351739436
2023-04-26,Combined Maximum-Sharpe (sentiment-fused),1.9197209834030184
2023-04-27,Combined Maximum-Sharpe (sentiment-fused),1.9406672869617545
2023-04-28,Combined Maximum-Sharpe (sentiment-fused),1.942384839257479
2023-05-01,Combined Maximum-Sharpe (sentiment-fused),1.9390219941699807
2023-05-02,Combined Maximum-Sharpe (sentiment-fused),1.9481200969490626
2023-05-03,Combined Maximum-Sharpe (sentiment-fused),1.9223045457583061
2023-05-04,Combined Maximum-Sharpe (sentiment-fused),1.9001084353769262
2023-05-05,Combined Maximum-Sharpe (sentiment-fused),1.9183455474434592
2023-05-08,Combined Maximum-Sharpe (sentiment-fused),1.9258905293929307
2023-05-09,Combined Maximum-Sharpe (sentiment-fused),1.919302215577465
2023-05-10,Combined Maximum-Sharpe (sentiment-fused),1.9115204471311422
2023-05-11,Combined Maximum-Sharpe (sentiment-fused),1.9069139209618988
2023-05-12,Combined Maximum-Sharpe (sentiment-fused),1.8999030782045483
2023-05-15,Combined Maximum-Sharpe (sentiment-fused),1.9187727983137266
2023-05-16,Combined Maximum-Sharpe (sentiment-fused),1.9060575682089227
2023-05-17,Combined Maximum-Sharpe (sentiment-fused),1.916048866733172
2023-05-18,Combined Maximum-Sharpe (sentiment-fused),1.9179038273601283
2023-05-19,Combined Maximum-Sharpe (sentiment-fused),1.9264928529683165
2023-05-22,Combined Maximum-Sharpe (sentiment-fused),1.9135098568663103
2023-05-23,Combined Maximum-Sharpe (sentiment-fused),1.8798822173154672
2023-05-24,Combined Maximum-Sharpe (sentiment-fused),1.8764219727663394
2023-05-25,Combined Maximum-Sharpe (sentiment-fused),1.8651223976578173
2023-05-26,Combined Maximum-Sharpe (sentiment-fused),1.8640722927281357
2023-05-30,Combined Maximum-Sharpe (sentiment-fused),1.8452415945510834
2023-05-31,Combined Maximum-Sharpe (sentiment-fused),1.8478887788748555
2023-06-01,Combined Maximum-Sharpe (sentiment-fused),1.8709028809833368
2023-06-02,Combined Maximum-Sharpe (sentiment-fused),1.8918854882123628
2023-06-05,Combined Maximum-Sharpe (sentiment-fused),1.8772537851123203
2023-06-06,Combined Maximum-Sharpe (sentiment-fused),1.8646555680720809
2023-06-07,Combined Maximum-Sharpe (sentiment-fused),1.8474685479801323
2023-06-08,Combined Maximum-Sharpe (sentiment-fused),1.870534983606839
2023-06-09,Combined Maximum-Sharpe (sentiment-fused),1.8800678064776415
2023-06-12,Combined Maximum-Sharpe (sentiment-fused),1.881214753490538
2023-06-13,Combined Maximum-Sharpe (sentiment-fused),1.894590463851233
2023-06-14,Combined Maximum-Sharpe (sentiment-fused),1.8809116462478899
2023-06-15,Combined Maximum-Sharpe (sentiment-fused),1.8886005488233601
2023-06-16,Combined Maximum-Sharpe (sentiment-fused),1.8920715909212993
2023-06-20,Combined Maximum-Sharpe (sentiment-fused),1.8917018358008373
2023-06-21,Combined Maximum-Sharpe (sentiment-fused),1.9014922603458662
2023-06-22,Combined Maximum-Sharpe (sentiment-fused),1.9152972311931171
2023-06-23,Combined Maximum-Sharpe (sentiment-fused),1.9103510049116914
2023-06-26,Combined Maximum-Sharpe (sentiment-fused),1.8891544841336367
2023-06-27,Combined Maximum-Sharpe (sentiment-fused),1.9048968216082287
2023-06-28,Combined Maximum-Sharpe (sentiment-fused),1.900133359381521
2023-06-29,Combined Maximum-Sharpe (sentiment-fused),1.9130259144546047
2023-06-30,Combined Maximum-Sharpe (sentiment-fused),1.9484659939197129
2023-07-03,Combined Maximum-Sharpe (sentiment-fused),1.9343959080060222
2023-07-05,Combined Maximum-Sharpe (sentiment-fused),1.9330970113652202
2023-07-06,Combined Maximum-Sharpe (sentiment-fused),1.9121498459081596
2023-07-07,Combined Maximum-Sharpe (sentiment-fused),1.9065276753628821
2023-07-10,Combined Maximum-Sharpe (sentiment-fused),1.9344861651681076
2023-07-11,Combined Maximum-Sharpe (sentiment-fused),1.9348342279567352
2023-07-12,Combined Maximum-Sharpe (sentiment-fused),1.9392803520772461
2023-07-13,Combined Maximum-Sharpe (sentiment-fused),1.9730657598396926
2023-07-14,Combined Maximum-Sharpe (sentiment-fused),1.9588745587509433
2023-07-17,Combined Maximum-Sharpe (sentiment-fused),1.958850141437751
2023-07-18,Combined Maximum-Sharpe (sentiment-fused),1.9677260456273582
2023-07-19,Combined Maximum-Sharpe (sentiment-fused),1.9585146278276193
2023-07-20,Combined Maximum-Sharpe (sentiment-fused),1.9765392834715942
2023-07-21,Combined Maximum-Sharpe (sentiment-fused),1.9731099556599825
2023-07-24,Combined Maximum-Sharpe (sentiment-fused),1.9605895610437674
2023-07-25,Combined Maximum-Sharpe (sentiment-fused),2.017530629277634
2023-07-26,Combined Maximum-Sharpe (sentiment-fused),1.9975695639260813
2023-07-27,Combined Maximum-Sharpe (sentiment-fused),1.9967021203975284
2023-07-28,Combined Maximum-Sharpe (sentiment-fused),1.9971023992426493
2023-07-31,Combined Maximum-Sharpe (sentiment-fused),1.994932120752162
2023-08-01,Combined Maximum-Sharpe (sentiment-fused),1.9771283817872911
2023-08-02,Combined Maximum-Sharpe (sentiment-fused),1.9431486749036397
2023-08-03,Combined Maximum-Sharpe (sentiment-fused),1.944470684616509
2023-08-04,Combined Maximum-Sharpe (sentiment-fused),1.9501504096798319
2023-08-07,Combined Maximum-Sharpe (sentiment-fused),1.9804333886812335
2023-08-08,Combined Maximum-Sharpe (sentiment-fused),1.9698430430614684
2023-08-09,Combined Maximum-Sharpe (sentiment-fused),1.9436575947111703
2023-08-10,Combined Maximum-Sharpe (sentiment-fused),1.9492390454882493
2023-08-11,Combined Maximum-Sharpe (sentiment-fused),1.9514475657309305
2023-08-14,Combined Maximum-Sharpe (sentiment-fused),1.986275335911962
2023-08-15,Combined Maximum-Sharpe (sentiment-fused),1.9641840449511108
2023-08-16,Combined Maximum-Sharpe (sentiment-fused),1.9449367364049437
2023-08-17,Combined Maximum-Sharpe (sentiment-fused),1.8948669329532197
2023-08-18,Combined Maximum-Sharpe (sentiment-fused),1.9026852250148256
2023-08-21,Combined Maximum-Sharpe (sentiment-fused),1.925752766124761
2023-08-22,Combined Maximum-Sharpe (sentiment-fused),1.9069868899566504
2023-08-23,Combined Maximum-Sharpe (sentiment-fused),1.9495668353228457
2023-08-24,Combined Maximum-Sharpe (sentiment-fused),1.9190383764272472
2023-08-25,Combined Maximum-Sharpe (sentiment-fused),1.922806431894633
2023-08-28,Combined Maximum-Sharpe (sentiment-fused),1.9436648818628535
2023-08-29,Combined Maximum-Sharpe (sentiment-fused),1.9889553369117696
2023-08-30,Combined Maximum-Sharpe (sentiment-fused),1.9785601419515184
2023-08-31,Combined Maximum-Sharpe (sentiment-fused),1.9695852850803257
2023-09-01,Combined Maximum-Sharpe (sentiment-fused),1.960705782206164
2023-09-05,Combined Maximum-Sharpe (sentiment-fused),1.940941274493911
2023-09-06,Combined Maximum-Sharpe (sentiment-fused),1.9202096386604317
2023-09-07,Combined Maximum-Sharpe (sentiment-fused),1.9109224625970302
2023-09-08,Combined Maximum-Sharpe (sentiment-fused),1.907173780640057
2023-09-11,Combined Maximum-Sharpe (sentiment-fused),1.916250106596963
2023-09-12,Combined Maximum-Sharpe (sentiment-fused),1.9251101765227192
2023-09-13,Combined Maximum-Sharpe (sentiment-fused),1.91655500379202
2023-09-14,Combined Maximum-Sharpe (sentiment-fused),1.9405318195418264
2023-09-15,Combined Maximum-Sharpe (sentiment-fused),1.9203360754813323
2023-09-18,Combined Maximum-Sharpe (sentiment-fused),1.9333375337348928
2023-09-19,Combined Maximum-Sharpe (sentiment-fused),1.9247764744660472
2023-09-20,Combined Maximum-Sharpe (sentiment-fused),1.8995334232304266
2023-09-21,Combined Maximum-Sharpe (sentiment-fused),1.865829110992139
2023-09-22,Combined Maximum-Sharpe (sentiment-fused),1.8593115795074364
2023-09-25,Combined Maximum-Sharpe (sentiment-fused),1.87049688254349
2023-09-26,Combined Maximum-Sharpe (sentiment-fused),1.8519093681799401
2023-09-27,Combined Maximum-Sharpe (sentiment-fused),1.8633323851202803
2023-09-28,Combined Maximum-Sharpe (sentiment-fused),1.8857008731002518
2023-09-29,Combined Maximum-Sharpe (sentiment-fused),1.8706526640835406
2023-10-02,Combined Maximum-Sharpe (sentiment-fused),1.869788916308468
2023-10-03,Combined Maximum-Sharpe (sentiment-fused),1.837720616999129
2023-10-04,Combined Maximum-Sharpe (sentiment-fused),1.8535625881405895
2023-10-05,Combined Maximum-Sharpe (sentiment-fused),1.8606624131996643
2023-10-06,Combined Maximum-Sharpe (sentiment-fused),1.8931461273586683
2023-10-09,Combined Maximum-Sharpe (sentiment-fused),1.8848879258098337
2023-10-10,Combined Maximum-Sharpe (sentiment-fused),1.8932745066423984
2023-10-11,Combined Maximum-Sharpe (sentiment-fused),1.9257567939911868
2023-10-12,Combined Maximum-Sharpe (sentiment-fused),1.9148898496755606
2023-10-13,Combined Maximum-Sharpe (sentiment-fused),1.890174397221748
2023-10-16,Combined Maximum-Sharpe (sentiment-fused),1.9053544170420043
2023-10-17,Combined Maximum-Sharpe (sentiment-fused),1.8882954372831742
2023-10-18,Combined Maximum-Sharpe (sentiment-fused),1.8463222782914712
2023-10-19,Combined Maximum-Sharpe (sentiment-fused),1.8329768606875272
2023-10-20,Combined Maximum-Sharpe (sentiment-fused),1.8285975481915209
2023-10-23,Combined Maximum-Sharpe (sentiment-fused),1.852448994152099
2023-10-24,Combined Maximum-Sharpe (sentiment-fused),1.903800115825895
2023-10-25,Combined Maximum-Sharpe (sentiment-fused),1.8674062962981275
2023-10-26,Combined Maximum-Sharpe (sentiment-fused),1.8366028305096536
2023-10-27,Combined Maximum-Sharpe (sentiment-fused),1.8040191400128875
2023-10-30,Combined Maximum-Sharpe (sentiment-fused),1.8357688054555166
2023-10-31,Combined Maximum-Sharpe (sentiment-fused),1.8137564861191706
2023-11-01,Combined Maximum-Sharpe (sentiment-fused),1.8265336616087606
2023-11-02,Combined Maximum-Sharpe (sentiment-fused),1.837466943114471
2023-11-03,Combined Maximum-Sharpe (sentiment-fused),1.8623300852921818
2023-11-06,Combined Maximum-Sharpe (sentiment-fused),1.8990587096718428
2023-11-07,Combined Maximum-Sharpe (sentiment-fused),1.9024029198650176
2023-11-08,Combined Maximum-Sharpe (sentiment-fused),1.9252304280614196
2023-11-09,Combined Maximum-Sharpe (sentiment-fused),1.9157317618996044
2023-11-10,Combined Maximum-Sharpe (sentiment-fused),1.9499041859422004
2023-11-13,Combined Maximum-Sharpe (sentiment-fused),1.95678927296114
2023-11-14,Combined Maximum-Sharpe (sentiment-fused),1.977907082389315
2023-11-15,Combined Maximum-Sharpe (sentiment-fused),1.970534447750584
2023-11-16,Combined Maximum-Sharpe (sentiment-fused),1.9744817732360747
2023-11-17,Combined Maximum-Sharpe (sentiment-fused),1.9763050876668553
2023-11-20,Combined Maximum-Sharpe (sentiment-fused),1.985100393759108
2023-11-21,Combined Maximum-Sharpe (sentiment-fused),1.972417449586361
2023-11-22,Combined Maximum-Sharpe (sentiment-fused),1.9625585356563093
2023-11-24,Combined Maximum-Sharpe (sentiment-fused),1.9605129719838654
2023-11-27,Combined Maximum-Sharpe (sentiment-fused),1.9628396737711942
2023-11-28,Combined Maximum-Sharpe (sentiment-fused),1.9519231163315545
2023-11-29,Combined Maximum-Sharpe (sentiment-fused),1.9514190329555559
2023-11-30,Combined Maximum-Sharpe (sentiment-fused),1.9624460658092768
2023-12-01,Combined Maximum-Sharpe (sentiment-fused),1.969527881277899
2023-12-04,Combined Maximum-Sharpe (sentiment-fused),1.9639968136481232
2023-12-05,Combined Maximum-Sharpe (sentiment-fused),1.9772224141162067
2023-12-06,Combined Maximum-Sharpe (sentiment-fused),1.9577248853001292
2023-12-07,Combined Maximum-Sharpe (sentiment-fused),1.9696373533053448
2023-12-08,Combined Maximum-Sharpe (sentiment-fused),1.995453916412845
2023-12-11,Combined Maximum-Sharpe (sentiment-fused),1.9683074125881754
2023-12-12,Combined Maximum-Sharpe (sentiment-fused),1.99580957604945
2023-12-13,Combined Maximum-Sharpe (sentiment-fused),2.0059411603871506
2023-12-14,Combined Maximum-Sharpe (sentiment-fused),2.002034488168077
2023-12-15,Combined Maximum-Sharpe (sentiment-fused),2.0111149030287416
2023-12-18,Combined Maximum-Sharpe (sentiment-fused),2.037966622743701
2023-12-19,Combined Maximum-Sharpe (sentiment-fused),2.047719792294217
2023-12-20,Combined Maximum-Sharpe (sentiment-fused),2.0173885334985804
2023-12-21,Combined Maximum-Sharpe (sentiment-fused),2.0566792922633104
2023-12-22,Combined Maximum-Sharpe (sentiment-fused),2.0571777700730247
2023-12-26,Combined Maximum-Sharpe (sentiment-fused),2.0627305944121868
2023-12-27,Combined Maximum-Sharpe (sentiment-fused),2.0885198900092505
2023-12-28,Combined Maximum-Sharpe (sentiment-fused),2.0862293372299305
2023-12-29,Combined Maximum-Sharpe (sentiment-fused),2.0757878500697617
2021-01-04,Combined Minimum-Variance (base),0.9921472856555311
2021-01-05,Combined Minimum-Variance (base),0.9728996961602632
2021-01-06,Combined Minimum-Variance (base),0.9706634712219738
2021-01-07,Combined Minimum-Variance (base),0.962055573611919
2021-01-08,Combined Minimum-Variance (base),0.9634742278087579
2021-01-11,Combined Minimum-Variance (base),0.9691894755574836
2021-01-12,Combined Minimum-Variance (base),0.966077903200657
2021-01-13,Combined Minimum-Variance (base),0.9524312045310793
2021-01-14,Combined Minimum-Variance (base),0.9485641758136513
2021-01-15,Combined Minimum-Variance (base),0.9516188581323414
2021-01-19,Combined Minimum-Variance (base),0.9325905772286138
2021-01-20,Combined Minimum-Variance (base),0.9523595312120315
2021-01-21,Combined Minimum-Variance (base),0.9488398234221681
2021-01-22,Combined Minimum-Variance (base),0.9433400774864118
2021-01-25,Combined Minimum-Variance (base),0.9409025557777593
2021-01-26,Combined Minimum-Variance (base),0.9533402819463025
2021-01-27,Combined Minimum-Variance (base),0.9349355637561082
2021-01-28,Combined Minimum-Variance (base),0.9373556860168518
2021-01-29,Combined Minimum-Variance (base),0.9204060009645042
2021-02-01,Combined Minimum-Variance (base),0.9173703403926973
2021-02-02,Combined Minimum-Variance (base),0.921592783235788
2021-02-03,Combined Minimum-Variance (base),0.9107152053641147
2021-02-04,Combined Minimum-Variance (base),0.9204246297277875
2021-02-05,Combined Minimum-Variance (base),0.9381983952030443
2021-02-08,Combined Minimum-Variance (base),0.9339733928915216
2021-02-09,Combined Minimum-Variance (base),0.932525569045464
2021-02-10,Combined Minimum-Variance (base),0.9145324301090452
2021-02-11,Combined Minimum-Variance (base),0.9113986960307359
2021-02-12,Combined Minimum-Variance (base),0.9106452914957676
2021-02-16,Combined Minimum-Variance (base),0.9013247792101529
2021-02-17,Combined Minimum-Variance (base),0.9147856871340438
2021-02-18,Combined Minimum-Variance (base),0.9020603030838086
2021-02-19,Combined Minimum-Variance (base),0.893580390675773
2021-02-22,Combined Minimum-Variance (base),0.8998671617691382
2021-02-23,Combined Minimum-Variance (base),0.9002939374338422
2021-02-24,Combined Minimum-Variance (base),0.8901070299373783
2021-02-25,Combined Minimum-Variance (base),0.9024485306648037
2021-02-26,Combined Minimum-Variance (base),0.8856827798375938
2021-03-01,Combined Minimum-Variance (base),0.8881707321576131
