ticker,date,sector,n_headlines,vader_mean
AMGN,2020-03-03,Healthcare,1,0.4939
AMGN,2020-03-04,Healthcare,4,0.478425
AMGN,2020-03-05,Healthcare,4,0.09742500000000001
AMGN,2020-03-06,Healthcare,1,0.0
AMGN,2020-03-09,Healthcare,2,0.2202
AMGN,2020-03-11,Healthcare,2,-0.045999999999999985
AMGN,2020-03-12,Healthcare,1,-0.5423
AMGN,2020-03-13,Healthcare,2,0.41915
AMGN,2020-03-16,Healthcare,3,0.12960000000000002
AMGN,2020-03-17,Healthcare,1,0.4939
AMGN,2020-03-20,Healthcare,1,0.0
AMGN,2020-03-24,Healthcare,1,0.9231
AMGN,2020-03-25,Healthcare,2,0.125
AMGN,2020-03-26,Healthcare,3,0.29950000000000004
AMGN,2020-03-30,Healthcare,6,0.29788333333333333
AMGN,2020-03-31,Healthcare,2,0.0
AMGN,2020-04-01,Healthcare,2,-0.21075
AMGN,2020-04-02,Healthcare,7,0.2963857142857143
AMGN,2020-04-06,Healthcare,4,0.559625
AMGN,2020-04-07,Healthcare,1,0.0
AMGN,2020-04-09,Healthcare,1,0.0
AMGN,2020-04-13,Healthcare,1,-0.6808
AMGN,2020-04-14,Healthcare,2,0.4531
AMGN,2020-04-15,Healthcare,1,-0.0516
AMGN,2020-04-16,Healthcare,2,0.5398000000000001
AMGN,2020-04-17,Healthcare,2,0.148
AMGN,2020-04-20,Healthcare,2,0.0
AMGN,2020-04-21,Healthcare,1,-0.5423
AMGN,2020-04-22,Healthcare,1,0.4767
AMGN,2020-04-23,Healthcare,2,0.36819999999999997
AMGN,2020-04-27,Healthcare,4,-0.005699999999999983
AMGN,2020-04-28,Healthcare,1,0.0
AMGN,2020-04-30,Healthcare,13,0.2791
AMGN,2020-05-01,Healthcare,10,0.30394
AMGN,2020-05-04,Healthcare,1,0.4939
AMGN,2020-05-05,Healthcare,4,-0.07100000000000001
AMGN,2020-05-06,Healthcare,3,0.1858
AMGN,2020-05-08,Healthcare,3,-0.22666666666666668
AMGN,2020-05-11,Healthcare,3,0.40786666666666666
AMGN,2020-05-13,Healthcare,5,0.28580000000000005
AMGN,2020-05-14,Healthcare,3,0.12040000000000001
AMGN,2020-05-15,Healthcare,2,0.0
AMGN,2020-05-18,Healthcare,5,0.21139999999999998
AMGN,2020-05-19,Healthcare,1,0.4215
AMGN,2020-05-21,Healthcare,1,0.0
AMGN,2020-05-22,Healthcare,2,0.0
AMGN,2020-05-26,Healthcare,2,0.0
AMGN,2020-05-27,Healthcare,1,0.0
AMGN,2020-05-28,Healthcare,1,0.0
AMGN,2020-05-29,Healthcare,4,0.359975
AMGN,2020-06-02,Healthcare,3,0.09866666666666667
AMGN,2020-06-03,Healthcare,1,0.2023
AMGN,2020-06-04,Healthcare,2,0.0
AMGN,2020-06-08,Healthcare,1,0.0
AMGN,2020-06-10,Healthcare,1,0.0
